OP,GPU_num,GPU_used,data_size(B),Bandwidth(GB/s)
all_reduce_perf,1,0,16777216,0.00
all_reduce_perf,1,1,16777216,0.00
all_reduce_perf,1,2,16777216,0.00
all_reduce_perf,1,3,16777216,0.00
all_reduce_perf,1,4,16777216,0.00
all_reduce_perf,1,5,16777216,0.00
all_reduce_perf,1,6,16777216,0.00
all_reduce_perf,1,7,16777216,0.00
all_reduce_perf,2,01,16777216,205.92
all_reduce_perf,2,02,16777216,205.99
all_reduce_perf,2,03,16777216,204.80
all_reduce_perf,2,04,16777216,206.36
all_reduce_perf,2,05,16777216,205.15
all_reduce_perf,2,06,16777216,206.81
all_reduce_perf,2,07,16777216,205.66
all_reduce_perf,2,12,16777216,206.97
all_reduce_perf,2,13,16777216,206.31
all_reduce_perf,2,14,16777216,206.89
all_reduce_perf,2,15,16777216,124.28
all_reduce_perf,2,16,16777216,205.14
all_reduce_perf,2,17,16777216,207.09
all_reduce_perf,2,23,16777216,205.30
all_reduce_perf,2,24,16777216,206.14
all_reduce_perf,2,25,16777216,204.77
all_reduce_perf,2,26,16777216,205.92
all_reduce_perf,2,27,16777216,206.29
all_reduce_perf,2,34,16777216,204.83
all_reduce_perf,2,35,16777216,205.79
all_reduce_perf,2,36,16777216,205.13
all_reduce_perf,2,37,16777216,205.58
all_reduce_perf,2,45,16777216,205.73
all_reduce_perf,2,46,16777216,111.93
all_reduce_perf,2,47,16777216,205.12
all_reduce_perf,2,56,16777216,205.62
all_reduce_perf,2,57,16777216,205.61
all_reduce_perf,2,67,16777216,205.74
all_reduce_perf,3,012,16777216,233.92
all_reduce_perf,3,013,16777216,233.39
all_reduce_perf,3,014,16777216,234.61
all_reduce_perf,3,015,16777216,233.40
all_reduce_perf,3,016,16777216,233.62
all_reduce_perf,3,017,16777216,233.75
all_reduce_perf,3,023,16777216,233.59
all_reduce_perf,3,024,16777216,233.23
all_reduce_perf,3,025,16777216,233.75
all_reduce_perf,3,026,16777216,233.85
all_reduce_perf,3,027,16777216,233.83
all_reduce_perf,3,034,16777216,233.87
all_reduce_perf,3,035,16777216,233.63
all_reduce_perf,3,036,16777216,234.73
all_reduce_perf,3,037,16777216,232.19
all_reduce_perf,3,045,16777216,232.72
all_reduce_perf,3,046,16777216,232.84
all_reduce_perf,3,047,16777216,232.53
all_reduce_perf,3,056,16777216,233.61
all_reduce_perf,3,057,16777216,233.41
all_reduce_perf,3,067,16777216,232.81
all_reduce_perf,3,123,16777216,233.38
all_reduce_perf,3,124,16777216,232.89
all_reduce_perf,3,125,16777216,233.22
all_reduce_perf,3,126,16777216,232.79
all_reduce_perf,3,127,16777216,234.39
all_reduce_perf,3,134,16777216,234.91
all_reduce_perf,3,135,16777216,233.48
all_reduce_perf,3,136,16777216,233.07
all_reduce_perf,3,137,16777216,232.34
all_reduce_perf,3,145,16777216,232.16
all_reduce_perf,3,146,16777216,233.11
all_reduce_perf,3,147,16777216,232.49
all_reduce_perf,3,156,16777216,233.13
all_reduce_perf,3,157,16777216,231.46
all_reduce_perf,3,167,16777216,232.44
all_reduce_perf,3,234,16777216,233.31
all_reduce_perf,3,235,16777216,233.00
all_reduce_perf,3,236,16777216,232.45
all_reduce_perf,3,237,16777216,232.29
all_reduce_perf,3,245,16777216,234.03
all_reduce_perf,3,246,16777216,231.85
all_reduce_perf,3,247,16777216,232.62
all_reduce_perf,3,256,16777216,232.88
all_reduce_perf,3,257,16777216,234.10
all_reduce_perf,3,267,16777216,231.92
all_reduce_perf,3,345,16777216,232.96
all_reduce_perf,3,346,16777216,232.18
all_reduce_perf,3,347,16777216,233.04
all_reduce_perf,3,356,16777216,233.13
all_reduce_perf,3,357,16777216,232.74
all_reduce_perf,3,367,16777216,232.98
all_reduce_perf,3,456,16777216,233.45
all_reduce_perf,3,457,16777216,233.92
all_reduce_perf,3,467,16777216,233.54
all_reduce_perf,3,567,16777216,232.96
all_reduce_perf,4,0123,16777216,242.60
all_reduce_perf,4,0124,16777216,242.40
all_reduce_perf,4,0125,16777216,242.31
all_reduce_perf,4,0126,16777216,242.00
all_reduce_perf,4,0127,16777216,243.33
all_reduce_perf,4,0134,16777216,242.88
all_reduce_perf,4,0135,16777216,241.16
all_reduce_perf,4,0136,16777216,243.19
all_reduce_perf,4,0137,16777216,241.58
all_reduce_perf,4,0145,16777216,241.86
all_reduce_perf,4,0146,16777216,241.84
all_reduce_perf,4,0147,16777216,242.34
all_reduce_perf,4,0156,16777216,242.26
all_reduce_perf,4,0157,16777216,241.65
all_reduce_perf,4,0167,16777216,241.31
all_reduce_perf,4,0234,16777216,242.00
all_reduce_perf,4,0235,16777216,241.78
all_reduce_perf,4,0236,16777216,241.84
all_reduce_perf,4,0237,16777216,242.65
all_reduce_perf,4,0245,16777216,241.47
all_reduce_perf,4,0246,16777216,242.79
all_reduce_perf,4,0247,16777216,242.01
all_reduce_perf,4,0256,16777216,241.89
all_reduce_perf,4,0257,16777216,242.67
all_reduce_perf,4,0267,16777216,242.79
all_reduce_perf,4,0345,16777216,241.44
all_reduce_perf,4,0346,16777216,241.58
all_reduce_perf,4,0347,16777216,242.48
all_reduce_perf,4,0356,16777216,241.69
all_reduce_perf,4,0357,16777216,242.26
all_reduce_perf,4,0367,16777216,242.17
all_reduce_perf,4,0456,16777216,242.01
all_reduce_perf,4,0457,16777216,242.51
all_reduce_perf,4,0467,16777216,242.33
all_reduce_perf,4,0567,16777216,241.67
all_reduce_perf,4,1234,16777216,241.65
all_reduce_perf,4,1235,16777216,242.22
all_reduce_perf,4,1236,16777216,242.94
all_reduce_perf,4,1237,16777216,243.17
all_reduce_perf,4,1245,16777216,241.38
all_reduce_perf,4,1246,16777216,241.81
all_reduce_perf,4,1247,16777216,241.98
all_reduce_perf,4,1256,16777216,242.40
all_reduce_perf,4,1257,16777216,242.56
all_reduce_perf,4,1267,16777216,241.26
all_reduce_perf,4,1345,16777216,242.71
all_reduce_perf,4,1346,16777216,241.36
all_reduce_perf,4,1347,16777216,241.53
all_reduce_perf,4,1356,16777216,242.69
all_reduce_perf,4,1357,16777216,240.31
all_reduce_perf,4,1367,16777216,242.68
all_reduce_perf,4,1456,16777216,242.06
all_reduce_perf,4,1457,16777216,241.55
all_reduce_perf,4,1467,16777216,242.07
all_reduce_perf,4,1567,16777216,241.88
all_reduce_perf,4,2345,16777216,242.20
all_reduce_perf,4,2346,16777216,241.99
all_reduce_perf,4,2347,16777216,241.30
all_reduce_perf,4,2356,16777216,241.34
all_reduce_perf,4,2357,16777216,241.73
all_reduce_perf,4,2367,16777216,242.39
all_reduce_perf,4,2456,16777216,240.87
all_reduce_perf,4,2457,16777216,241.89
all_reduce_perf,4,2467,16777216,242.98
all_reduce_perf,4,2567,16777216,242.38
all_reduce_perf,4,3456,16777216,242.66
all_reduce_perf,4,3457,16777216,243.20
all_reduce_perf,4,3467,16777216,242.12
all_reduce_perf,4,3567,16777216,241.59
all_reduce_perf,4,4567,16777216,242.96
all_reduce_perf,5,01234,16777216,227.77
all_reduce_perf,5,01235,16777216,226.60
all_reduce_perf,5,01236,16777216,226.78
all_reduce_perf,5,01237,16777216,226.30
all_reduce_perf,5,01245,16777216,226.78
all_reduce_perf,5,01246,16777216,226.85
all_reduce_perf,5,01247,16777216,228.55
all_reduce_perf,5,01256,16777216,225.90
all_reduce_perf,5,01257,16777216,227.65
all_reduce_perf,5,01267,16777216,226.90
all_reduce_perf,5,01345,16777216,228.59
